ID,Received At,Severity,Category,Plate Number,Camera ID,Camera Code,Camera Name,District,Watchlist Hit,Status,Title,Notes
anpr-ingest-da7e624b,2026-09-01 13:26:20.356955+00:00,INFO,ANPR_DETECTION,GJ11GA731,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11GA731,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e6a30df5,2026-09-01 13:26:20.231083+00:00,INFO,ANPR_DETECTION,GJ11CA7391,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA7391,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8daf9d63,2026-09-01 13:26:19.745139+00:00,INFO,ANPR_DETECTION,GJ1GD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1GD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1ca8485f,2026-09-01 13:26:19.119933+00:00,INFO,ANPR_DETECTION,GJ18GB7881,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18GB7881,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-aadbf04d,2026-09-01 13:26:18.931752+00:00,INFO,ANPR_DETECTION,GJ18GB7887,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18GB7887,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0ea9dc83,2026-09-01 13:26:18.801105+00:00,INFO,ANPR_DETECTION,GJ18G8788,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18G8788,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-3f6f01f2,2026-09-01 13:26:17.876079+00:00,INFO,ANPR_DETECTION,GJ1BGB7981,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BGB7981,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-cb1bf8e0,2026-09-01 13:26:17.875220+00:00,INFO,ANPR_DETECTION,GJ11C17,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C17,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-705bac27,2026-09-01 13:26:17.816760+00:00,INFO,ANPR_DETECTION,GJ18GB7981,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18GB7981,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-6865c41d,2026-09-01 13:26:17.668638+00:00,INFO,ANPR_DETECTION,GJ11C73,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C73,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2948172c,2026-09-01 13:26:17.478698+00:00,INFO,ANPR_DETECTION,GJ11C071,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C071,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c96f60af,2026-09-01 13:26:17.472142+00:00,INFO,ANPR_DETECTION,GJ1BGB7881,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1BGB7881,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-73b34ffd,2026-09-01 13:26:17.364800+00:00,INFO,ANPR_DETECTION,GJ11C07,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C07,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d6da261f,2026-09-01 13:26:17.199518+00:00,INFO,ANPR_DETECTION,GJ18GB788,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ18GB788,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2af2e3e7,2026-09-01 13:26:17.196657+00:00,INFO,ANPR_DETECTION,GJ16B7881,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ16B7881,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1441e45b,2026-09-01 13:26:13.057668+00:00,INFO,ANPR_DETECTION,GJ1CA7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CA7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-50a02bd2,2026-09-01 13:26:09.179031+00:00,INFO,ANPR_DETECTION,GJ11C799,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C799,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-417e506b,2026-09-01 13:26:04.576548+00:00,INFO,ANPR_DETECTION,GJ11CD2168,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD2168,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c4c29c4d,2026-09-01 13:26:02.179559+00:00,INFO,ANPR_DETECTION,GJ1YCD751,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1YCD751,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-00a93c23,2026-09-01 13:26:01.315005+00:00,INFO,ANPR_DETECTION,GJ11CD792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-db51aea9,2026-09-01 13:26:01.040170+00:00,INFO,ANPR_DETECTION,GJ11C7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-15304543,2026-09-01 13:25:28.698983+00:00,INFO,ANPR_DETECTION,GJ11CA7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-66caf677,2026-09-01 13:25:25.045746+00:00,INFO,ANPR_DETECTION,GJ11CAT991,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CAT991,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-73a3c204,2026-09-01 13:25:20.976691+00:00,INFO,ANPR_DETECTION,GJ1CA792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CA792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-cbdbade2,2026-09-01 13:25:18.072225+00:00,INFO,ANPR_DETECTION,GJ11CDT92,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CDT92,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-4b17d95a,2026-09-01 13:25:17.666634+00:00,INFO,ANPR_DETECTION,GJ11CAT992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CAT992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-844b7dc4,2026-09-01 13:25:16.680557+00:00,INFO,ANPR_DETECTION,GJ1YCA7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1YCA7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5aa38497,2026-09-01 13:25:16.536549+00:00,INFO,ANPR_DETECTION,GJ1YC7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1YC7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-e278aa93,2026-09-01 13:25:16.431599+00:00,INFO,ANPR_DETECTION,GJ11CTB2,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CTB2,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f6eaf41d,2026-09-01 13:25:16.424895+00:00,INFO,ANPR_DETECTION,GJ1YCD792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1YCD792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c204a4db,2026-09-01 13:25:16.142439+00:00,INFO,ANPR_DETECTION,GJ11C0792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C0792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-52804117,2026-09-01 13:25:15.820807+00:00,INFO,ANPR_DETECTION,GJ11CD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-74f34bbd,2026-09-01 13:25:03.065559+00:00,INFO,ANPR_DETECTION,GJ11C079,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C079,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-9a109cea,2026-09-01 13:25:00.659989+00:00,INFO,ANPR_DETECTION,GJ11CD7391,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7391,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-7c1ac917,2026-09-01 13:24:46.120138+00:00,INFO,ANPR_DETECTION,GJ11CH7431,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CH7431,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-758ffb50,2026-09-01 13:24:31.799915+00:00,INFO,ANPR_DETECTION,GJ1TCH8263,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1TCH8263,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-063a0a03,2026-09-01 13:24:31.331879+00:00,INFO,ANPR_DETECTION,GJ11CH8263,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CH8263,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d57a7b4a,2026-09-01 13:24:30.945184+00:00,INFO,ANPR_DETECTION,GJ1ACH8263,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1ACH8263,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-09802505,2026-09-01 13:24:30.452644+00:00,INFO,ANPR_DETECTION,GJ1CD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-91dff9b2,2026-09-01 13:24:28.171998+00:00,INFO,ANPR_DETECTION,GJ11C7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d4ad87b5,2026-09-01 13:24:25.772102+00:00,INFO,ANPR_DETECTION,JH1CD7991,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: JH1CD7991,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-44bf84c1,2026-09-01 13:24:22.612900+00:00,INFO,ANPR_DETECTION,GJ110D8695,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ110D8695,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f8d5092b,2026-09-01 13:24:22.610319+00:00,INFO,ANPR_DETECTION,GJ11CD8695,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD8695,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-4bfe349c,2026-09-01 13:24:19.525622+00:00,INFO,ANPR_DETECTION,GJ1YCD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1YCD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-795ac4d1,2026-09-01 13:24:16.066711+00:00,INFO,ANPR_DETECTION,GJ11CA7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-abd901e1,2026-09-01 13:24:15.372124+00:00,INFO,ANPR_DETECTION,GJ1GD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1GD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-fb263808,2026-09-01 13:24:15.318761+00:00,INFO,ANPR_DETECTION,GJ11CD7991,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7991,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-7cd2ed25,2026-09-01 13:24:15.214808+00:00,INFO,ANPR_DETECTION,GJ17C0792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ17C0792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5a58dae4,2026-09-01 13:24:15.066320+00:00,INFO,ANPR_DETECTION,GJ11CD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-199705e0,2026-09-01 13:24:14.120616+00:00,INFO,ANPR_DETECTION,GJ11CA7491,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA7491,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-3cabf816,2026-09-01 13:24:13.180546+00:00,INFO,ANPR_DETECTION,GJ11C7592,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C7592,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-15505f5f,2026-09-01 13:24:10.804554+00:00,INFO,ANPR_DETECTION,JH1CA7192,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: JH1CA7192,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d3dff938,2026-09-01 13:24:09.200562+00:00,INFO,ANPR_DETECTION,GJ11CA792,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CA792,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-540d976b,2026-09-01 13:23:31.812594+00:00,INFO,ANPR_DETECTION,GJ36L1083,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36L1083,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-8fdb9341,2026-09-01 13:23:29.266699+00:00,INFO,ANPR_DETECTION,GJ1CA7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CA7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-06939cdf,2026-09-01 13:23:29.262350+00:00,INFO,ANPR_DETECTION,GJ1C7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1C7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-cdd085f5,2026-09-01 13:23:22.902759+00:00,INFO,ANPR_DETECTION,GJ11CT992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CT992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-97d6996e,2026-09-01 13:23:22.613054+00:00,INFO,ANPR_DETECTION,GJ11DB2975,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11DB2975,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1244662e,2026-09-01 13:23:22.283229+00:00,INFO,ANPR_DETECTION,GJ1DB2975,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1DB2975,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-09db3c3d,2026-09-01 13:23:22.227621+00:00,INFO,ANPR_DETECTION,GJ11CDT992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CDT992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-21d538af,2026-09-01 13:23:21.772556+00:00,INFO,ANPR_DETECTION,GJ11CD7392,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7392,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-fa82c819,2026-09-01 13:23:21.409475+00:00,INFO,ANPR_DETECTION,GJ11CD7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5af3527c,2026-09-01 13:23:21.078921+00:00,INFO,ANPR_DETECTION,GJ36AJ324,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36AJ324,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-39a98366,2026-09-01 13:23:20.933271+00:00,INFO,ANPR_DETECTION,GJ36A312,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36A312,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-aa633ab3,2026-09-01 13:23:20.616546+00:00,INFO,ANPR_DETECTION,GJ06AJ0124,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ06AJ0124,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-7de0db03,2026-09-01 13:23:20.463174+00:00,INFO,ANPR_DETECTION,GJ36AJ3124,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36AJ3124,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a161d043,2026-09-01 13:23:20.236547+00:00,INFO,ANPR_DETECTION,GJ36A0124,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36A0124,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c18cf1e1,2026-09-01 13:23:20.194564+00:00,INFO,ANPR_DETECTION,GJ3AJ01,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ3AJ01,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-d9b785b6,2026-09-01 13:23:20.045464+00:00,INFO,ANPR_DETECTION,GJ36J0124,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36J0124,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-03ff504a,2026-09-01 13:23:19.940787+00:00,INFO,ANPR_DETECTION,GJ36AJ012,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36AJ012,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a8d9f648,2026-09-01 13:23:19.791761+00:00,INFO,ANPR_DETECTION,GJ36J012,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ36J012,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-acadfdcc,2026-09-01 13:23:18.050469+00:00,INFO,ANPR_DETECTION,GJ11CDA526,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CDA526,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f9e80317,2026-09-01 13:23:17.912402+00:00,INFO,ANPR_DETECTION,GJ11CD4526,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CD4526,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-9a8900fe,2026-09-01 13:23:17.906958+00:00,INFO,ANPR_DETECTION,GJ11CQ4526,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CQ4526,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-4dc09770,2026-09-01 13:23:06.680550+00:00,INFO,ANPR_DETECTION,GJ1CAT991,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CAT991,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-5bfeb24f,2026-09-01 13:22:57.111684+00:00,INFO,ANPR_DETECTION,GJ03MR6522,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ03MR6522,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-c84d97d6,2026-09-01 13:22:55.930927+00:00,INFO,ANPR_DETECTION,GJ03AH6522,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ03AH6522,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-0c6f6cf7,2026-09-01 13:22:55.258677+00:00,INFO,ANPR_DETECTION,GJ03MH6522,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ03MH6522,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-897804ee,2026-09-01 13:22:47.541980+00:00,INFO,ANPR_DETECTION,GJ01KD7363,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ01KD7363,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-1d014ef3,2026-09-01 13:22:36.770902+00:00,INFO,ANPR_DETECTION,GJ11AS3783,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11AS3783,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-b3fac1be,2026-09-01 13:22:30.137071+00:00,INFO,ANPR_DETECTION,GJ1C079,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1C079,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-2e3bb66b,2026-09-01 13:22:29.921771+00:00,INFO,ANPR_DETECTION,GJ11C075,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C075,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-f3955d11,2026-09-01 13:22:25.599876+00:00,INFO,ANPR_DETECTION,GJ11C7992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11C7992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-36c1fb7d,2026-09-01 13:21:58.715718+00:00,INFO,ANPR_DETECTION,GJ1CDT92,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ1CDT92,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
anpr-ingest-a1e43a25,2026-09-01 13:21:58.555952+00:00,INFO,ANPR_DETECTION,GJ11CT992,6,,,Ahmedabad,False,NEW,📷 ANPR Detection: GJ11CT992,"Detected at Ahmedabad S.G. Highway Gate-6 (23.0225, 72.5714). Watchlist Hit: False"
