camera_uuid,camera_code,name,department_id,department_name,district,health_status,lifecycle,stream_url,latitude,longitude,location_geom,created_at,location_geog
a2607c3c-6477-4efc-831c-1c98ca348c94,CAM-GJ-AHM-000144,Ahmedabad Junction-144 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000144,22.964931,72.529189,0101000020E6100000CA198A3BDE21524086E5CFB705F73640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000CA198A3BDE21524086E5CFB705F73640
92f226eb-4972-4ea5-b285-eaed7d09a0a0,CAM-GJ-AHM-000152,Ahmedabad Junction-152 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000152,22.947319,72.571821,0101000020E6100000A08A1BB79824524022E17B7F83F23640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000A08A1BB79824524022E17B7F83F23640
29fb6572-4eb9-42e5-8874-725d357387a0,CAM-GJ-AHM-000156,Ahmedabad Junction-156 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000156,22.932706,72.539894,0101000020E6100000A053909F8D22524071C806D2C5EE3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000A053909F8D22524071C806D2C5EE3640
17ea77cf-90b8-42cc-b4fe-c0bd84601c2a,CAM-GJ-AHM-000166,Ahmedabad Junction-166 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000166,22.926961,72.480283,0101000020E6100000C974E8F4BC1E5240DEAAEB504DED3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000C974E8F4BC1E5240DEAAEB504DED3640
90c5223b-190a-457d-acb4-bbd014c686d6,CAM-GJ-AHM-000167,Ahmedabad Junction-167 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000167,23.041085,72.583857,0101000020E61000009A22C0E95D2552402D5BEB8B840A3740,2026-08-22 07:55:47.490062+00:00,0101000020E61000009A22C0E95D2552402D5BEB8B840A3740
327d37a4-e68a-4290-b7b8-f7f29e5e268b,CAM-GJ-AHM-000169,Ahmedabad Junction-169 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000169,23.081069,72.550213,0101000020E6100000613596B0362352402CB81FF0C0143740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000613596B0362352402CB81FF0C0143740
08169b51-cac0-405b-b10c-f51efb37a1a0,CAM-GJ-AHM-000172,Ahmedabad Junction-172 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000172,23.058868,72.668277,0101000020E6100000D1EAE40CC52A5240EBC726F9110F3740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000D1EAE40CC52A5240EBC726F9110F3740
c9595fea-11ed-4bb5-848c-b25c24998619,CAM-GJ-AHM-000193,Ahmedabad Junction-193 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000193,23.090833,72.69468,0101000020E6100000DC4B1AA3752C5240C765DCD440173740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000DC4B1AA3752C5240C765DCD440173740
253262b9-14f5-42ba-b6ee-b11d6c399b0a,CAM-GJ-AHM-000232,Ahmedabad Junction-232 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000232,22.988607,72.695565,0101000020E610000081CF0F23842C5240BF982D5915FD3640,2026-08-22 07:55:47.490062+00:00,0101000020E610000081CF0F23842C5240BF982D5915FD3640
0f84faaf-8fe3-43a7-b995-5fbb2895779b,CAM-GJ-AHM-000242,Ahmedabad Junction-242 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000242,23.00968,72.593185,0101000020E610000094DE37BEF6255240DF6C73637A023740,2026-08-22 07:55:47.490062+00:00,0101000020E610000094DE37BEF6255240DF6C73637A023740
6af78f84-41bd-4f29-b0b7-f1012e93d0ff,CAM-GJ-AHM-000250,Ahmedabad Junction-250 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000250,22.920536,72.627706,0101000020E61000003160C9552C28524068CA4E3FA8EB3640,2026-08-22 07:55:47.490062+00:00,0101000020E61000003160C9552C28524068CA4E3FA8EB3640
4c3c0cf0-7d90-4aa9-92c1-6f636da37c25,CAM-GJ-AHM-000266,Ahmedabad Junction-266 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000266,23.110447,72.644856,0101000020E610000048A8195245295240FAF02C41461C3740,2026-08-22 07:55:47.490062+00:00,0101000020E610000048A8195245295240FAF02C41461C3740
7c71564f-0f4b-4fb8-b574-fca79ce2ae70,CAM-GJ-AHM-000283,Ahmedabad Junction-283 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000283,22.928374,72.64005,0101000020E610000082734694F6285240EB7420EBA9ED3640,2026-08-22 07:55:47.490062+00:00,0101000020E610000082734694F6285240EB7420EBA9ED3640
1db1a745-b3d7-44bb-9735-5c9736996a62,CAM-GJ-AHM-000287,Ahmedabad Junction-287 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000287,23.039605,72.620393,0101000020E6100000B66AD784B427524012C2A38D230A3740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000B66AD784B427524012C2A38D230A3740
1552283e-7fe3-411c-8f27-cd4f615a644d,CAM-GJ-AHM-000293,Ahmedabad Junction-293 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000293,23.05341,72.54758,0101000020E610000065FCFB8C0B23524084471B47AC0D3740,2026-08-22 07:55:47.490062+00:00,0101000020E610000065FCFB8C0B23524084471B47AC0D3740
9404c98f-a091-4c05-8472-f9a36abe4cf7,CAM-GJ-AHM-000295,Ahmedabad Junction-295 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000295,23.090088,72.693967,0101000020E6100000356090F4692C524016C3D50110173740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000356090F4692C524016C3D50110173740
9ff0d11f-db6e-4b3e-9bd9-11c4336e6cb8,CAM-GJ-AHM-000312,Ahmedabad Junction-312 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000312,23.043744,72.686156,0101000020E610000011FDDAFAE92B52406F6589CE320B3740,2026-08-22 07:55:47.490062+00:00,0101000020E610000011FDDAFAE92B52406F6589CE320B3740
be9b8183-c3fd-47fa-8a89-e1d8a6e88afd,CAM-GJ-AHM-000313,Ahmedabad Junction-313 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000313,23.013464,72.498366,0101000020E61000000EDC813AE51F524060AC6F6072033740,2026-08-22 07:55:47.490062+00:00,0101000020E61000000EDC813AE51F524060AC6F6072033740
80eb1522-440a-41e1-ab15-c7e7263cbba4,CAM-GJ-AHM-000320,Ahmedabad Junction-320 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000320,22.933948,72.64179,0101000020E610000097395D1613295240242A543717EF3640,2026-08-22 07:55:47.490062+00:00,0101000020E610000097395D1613295240242A543717EF3640
05836f10-8f26-4860-aa2d-6a47c769890f,CAM-GJ-AHM-000323,Ahmedabad Junction-323 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000323,22.91943,72.4773,0101000020E61000005F984C158C1E524016F6B4C35FEB3640,2026-08-22 07:55:47.490062+00:00,0101000020E61000005F984C158C1E524016F6B4C35FEB3640
5b0dcd83-eca2-4d6f-9f94-6fbddea8fdba,CAM-GJ-AHM-000327,Ahmedabad Junction-327 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000327,23.117348,72.685174,0101000020E610000073840CE4D92B52404240BE840A1E3740,2026-08-22 07:55:47.490062+00:00,0101000020E610000073840CE4D92B52404240BE840A1E3740
9ef7315b-4608-47fb-bfda-9989e702c3c3,CAM-GJ-AHM-000332,Ahmedabad Junction-332 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000332,22.908931,72.560456,0101000020E610000035B6D782DE2352401152B7B3AFE83640,2026-08-22 07:55:47.490062+00:00,0101000020E610000035B6D782DE2352401152B7B3AFE83640
d5f38101-5d4a-4c22-b8e0-8a0a79fef361,CAM-GJ-AHM-000338,Ahmedabad Junction-338 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000338,22.932823,72.603834,0101000020E6100000A08D5C37A5265240E4F4F57CCDEE3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000A08D5C37A5265240E4F4F57CCDEE3640
9f9a0520-dbb6-4cde-ac3d-e672d4eeff11,CAM-GJ-AHM-000362,Ahmedabad Junction-362 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000362,22.940485,72.639165,0101000020E6100000DDEF5014E8285240E960FD9FC3F03640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000DDEF5014E8285240E960FD9FC3F03640
5ea52e12-3ac5-4ba6-b97c-c83de22ed6d0,CAM-GJ-AHM-000363,Ahmedabad Junction-363 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000363,23.064443,72.633168,0101000020E6100000EB3713D385285240C57421567F103740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000EB3713D385285240C57421567F103740
88b2089f-6430-4d20-a0ef-a5ca341a8b91,CAM-GJ-AHM-000383,Ahmedabad Junction-383 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000383,22.902741,72.473072,0101000020E6100000D029C8CF461E524022C2BF081AE73640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000D029C8CF461E524022C2BF081AE73640
10a5d244-3dfb-48fd-81b1-1e02da6461df,CAM-GJ-AHM-000410,Ahmedabad Junction-410 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000410,22.991132,72.539814,0101000020E610000012FB04508C225240E204A6D3BAFD3640,2026-08-22 07:55:47.490062+00:00,0101000020E610000012FB04508C225240E204A6D3BAFD3640
e717ac5c-839f-4166-8e89-e72b0c01b44c,CAM-GJ-AHM-000413,Ahmedabad Junction-413 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000413,22.897552,72.480478,0101000020E6100000A41CCC26C01E52409B75C6F7C5E53640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000A41CCC26C01E52409B75C6F7C5E53640
80c3b1ac-6472-4c90-937f-136788b17613,CAM-GJ-AHM-000415,Ahmedabad Junction-415 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000415,23.009053,72.494367,0101000020E61000002F4E7CB5A31F524042EE224C51023740,2026-08-22 07:55:47.490062+00:00,0101000020E61000002F4E7CB5A31F524042EE224C51023740
6cdb14d4-842b-404d-bd41-f4a813e01207,CAM-GJ-AHM-000420,Ahmedabad Junction-420 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000420,22.940691,72.625272,0101000020E6100000B0C6D974042852403CA41820D1F03640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000B0C6D974042852403CA41820D1F03640
11e04e01-d48d-4c97-a7c2-d33d6aac4877,CAM-GJ-AHM-000422,Ahmedabad Junction-422 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000422,22.91756,72.551768,0101000020E6100000ADBEBA2A50235240261E5036E5EA3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000ADBEBA2A50235240261E5036E5EA3640
87c661a4-70b0-42ba-83cf-39bc96b70362,CAM-GJ-AHM-000439,Ahmedabad Junction-439 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000439,22.971982,72.544726,0101000020E6100000FAD170CADC225240F94CF6CFD3F83640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000FAD170CADC225240F94CF6CFD3F83640
64bb339e-53da-4737-9efe-d9102c212b9d,CAM-GJ-AHM-000452,Ahmedabad Junction-452 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000452,23.00019,72.538051,0101000020E61000002025766D6F22524047C9AB730C003740,2026-08-22 07:55:47.490062+00:00,0101000020E61000002025766D6F22524047C9AB730C003740
d047d8d3-3855-47c8-a4bf-cf0253217afe,CAM-GJ-AHM-000458,Ahmedabad Junction-458 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000458,22.924255,72.460999,0101000020E6100000471FF301811D52401B2AC6F99BEC3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000471FF301811D52401B2AC6F99BEC3640
3bfaab59-3c08-4572-a7be-33c5a7f08242,CAM-GJ-AHM-000460,Ahmedabad Junction-460 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000460,23.134287,72.541443,0101000020E61000007B698A00A7225240284701A260223740,2026-08-22 07:55:47.490062+00:00,0101000020E61000007B698A00A7225240284701A260223740
d17a143e-3a8c-4b50-94c3-18c821d71169,CAM-GJ-AHM-000463,Ahmedabad Junction-463 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000463,23.068507,72.559361,0101000020E61000001A6A1492CC2352400D8CBCAC89113740,2026-08-22 07:55:47.490062+00:00,0101000020E61000001A6A1492CC2352400D8CBCAC89113740
a2da7692-bdc4-475f-b5bd-58939d5a2755,CAM-GJ-AHM-000468,Ahmedabad Junction-468 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000468,22.942082,72.618659,0101000020E61000001118EB1B98275240782634492CF13640,2026-08-22 07:55:47.490062+00:00,0101000020E61000001118EB1B98275240782634492CF13640
b161fd47-9136-4b35-a31d-319fd3c999ac,CAM-GJ-AHM-000472,Ahmedabad Junction-472 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000472,23.027934,72.67102,0101000020E610000090BDDEFDF12A52404B72C0AE26073740,2026-08-22 07:55:47.490062+00:00,0101000020E610000090BDDEFDF12A52404B72C0AE26073740
7872491b-cebf-4244-a41e-c0d4b9b0ef85,CAM-GJ-AHM-000476,Ahmedabad Junction-476 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000476,22.992793,72.517574,0101000020E6100000A2D0B2EE1F2152409EB29AAE27FE3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000A2D0B2EE1F2152409EB29AAE27FE3640
aaf48466-9db9-48ec-8866-4f2092fd8316,CAM-GJ-AHM-000508,Ahmedabad Junction-508 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000508,23.068665,72.535903,0101000020E610000003B5183C4C2252403D61890794113740,2026-08-22 07:55:47.490062+00:00,0101000020E610000003B5183C4C2252403D61890794113740
59fd2c28-b32d-45a3-a603-3bdf2de7937f,CAM-GJ-AHM-000537,Ahmedabad Junction-537 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000537,22.923568,72.453107,0101000020E6100000ADA580B4FF1C5240D3A1D3F36EEC3640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000ADA580B4FF1C5240D3A1D3F36EEC3640
e66ed269-fa85-44fc-9bb6-045e98981725,CAM-GJ-AHM-000559,Ahmedabad Junction-559 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000559,23.066563,72.577163,0101000020E6100000855D143DF0245240A71FD4450A113740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000855D143DF0245240A71FD4450A113740
680d1a66-808c-4607-b850-3fbbee71c957,CAM-GJ-AHM-000561,Ahmedabad Junction-561 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000561,23.020642,72.500189,0101000020E61000006A34B918032052408DEC4ACB48053740,2026-08-22 07:55:47.490062+00:00,0101000020E61000006A34B918032052408DEC4ACB48053740
48b8e512-373a-4eb6-9766-57aec334854e,CAM-GJ-AHM-000581,Ahmedabad Junction-581 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000581,22.958198,72.685343,0101000020E6100000B9E2E2A8DC2B5240B517D1764CF53640,2026-08-22 07:55:47.490062+00:00,0101000020E6100000B9E2E2A8DC2B5240B517D1764CF53640
dfba2797-49ff-4ee2-9f5b-64a4b3286c29,CAM-GJ-AHM-000586,Ahmedabad Junction-586 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000586,23.044204,72.548172,0101000020E61000004E25034015235240365A0EF4500B3740,2026-08-22 07:55:47.490062+00:00,0101000020E61000004E25034015235240365A0EF4500B3740
f3b8c1c6-b969-42ed-aed9-7acc3a3845d3,CAM-GJ-AHM-000607,Ahmedabad Junction-607 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000607,23.124368,72.519764,0101000020E6100000D76839D0432152403FABCC94D61F3740,2026-08-22 07:55:47.490062+00:00,0101000020E6100000D76839D0432152403FABCC94D61F3740
196a10f6-f407-48b3-95c1-67cbc2a860a0,CAM-GJ-AHM-000615,Ahmedabad Junction-615 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,OFFLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000615,22.941997,72.582777,0101000020E61000001AF7E6374C2552401CEE23B726F13640,2026-08-22 07:55:47.490062+00:00,0101000020E61000001AF7E6374C2552401CEE23B726F13640
b81cabbf-2cdc-451d-8b2f-a4fd23c3254b,CAM-GJ-AHM-000624,Ahmedabad Junction-624 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000624,23.06344,72.602137,0101000020E61000008AADA069892652401C42959A3D103740,2026-08-22 07:55:47.490062+00:00,0101000020E61000008AADA069892652401C42959A3D103740
59eb176d-03d2-471d-80bb-bdbff9892a81,CAM-GJ-AHM-000630,Ahmedabad Junction-630 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000630,22.952162,72.587925,0101000020E61000000DE02D90A0255240747E8AE3C0F33640,2026-08-22 07:55:47.490062+00:00,0101000020E61000000DE02D90A0255240747E8AE3C0F33640
efc8d0f3-36bc-494d-99c2-57d30f535cda,CAM-GJ-AHM-000633,Ahmedabad Junction-633 CCTV,DEPT-POL-01,Gujarat Police Department,Ahmedabad,ONLINE,ACTIVE,rtsp://stream.sdc.gujarat.gov.in:554/live/CAM-GJ-AHM-000633,22.980891,72.64589,0101000020E61000000FB4024356295240D4F02DAC1BFB3640,2026-08-22 07:55:47.490062+00:00,0101000020E61000000FB4024356295240D4F02DAC1BFB3640
